window_id,agent_id,sector,asset_id,client_id,site_id,timestamp,seq_index,sensor_id,sensor_name,unit,value,quality,metadata_json
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:01Z,1,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:structural_risk_score,structural_risk_score,ratio,0.82,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:inspection_finding_score,inspection_finding_score,ratio,0.76,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:permit_status_score,permit_status_score,ratio,0.35,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:construction_progress_pct,construction_progress_pct,%,41.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:02Z,2,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:structural_risk_score,structural_risk_score,ratio,0.82,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:inspection_finding_score,inspection_finding_score,ratio,0.76,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:permit_status_score,permit_status_score,ratio,0.35,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:construction_progress_pct,construction_progress_pct,%,41.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:03Z,3,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:structural_risk_score,structural_risk_score,ratio,0.82,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:inspection_finding_score,inspection_finding_score,ratio,0.76,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:permit_status_score,permit_status_score,ratio,0.35,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:construction_progress_pct,construction_progress_pct,%,41.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:04Z,4,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:structural_risk_score,structural_risk_score,ratio,0.82,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:inspection_finding_score,inspection_finding_score,ratio,0.76,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:permit_status_score,permit_status_score,ratio,0.35,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:construction_progress_pct,construction_progress_pct,%,41.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:05Z,5,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:structural_risk_score,structural_risk_score,ratio,0.82,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:inspection_finding_score,inspection_finding_score,ratio,0.76,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:permit_status_score,permit_status_score,ratio,0.35,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:construction_progress_pct,construction_progress_pct,%,41.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:06Z,6,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:structural_risk_score,structural_risk_score,ratio,0.82,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:inspection_finding_score,inspection_finding_score,ratio,0.76,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:permit_status_score,permit_status_score,ratio,0.35,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:construction_progress_pct,construction_progress_pct,%,41.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:infrastructure_connection_score,infrastructure_connection_score,ratio,0.52,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:natural_hazard_score,natural_hazard_score,ratio,0.66,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:occupancy_safety_score,occupancy_safety_score,ratio,0.48,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:ground_stability_score,ground_stability_score,ratio,0.39,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:building_height_m,building_height_m,m,24.5,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:footprint_area_m2,footprint_area_m2,m2,820.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:soil_settlement_mm,soil_settlement_mm,mm,14.0,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00001,cauren-civil,civil,us-bridge-0001,public_research,site-us-01,2026-01-01T00:00:07Z,7,us-bridge-0001:utility_disruption_score,utility_disruption_score,ratio,0.42,true,"{""asset_type"": ""bridge"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00002,cauren-civil,civil,us-building-0002,public_research,site-us-01,2026-01-01T00:00:00Z,0,us-building-0002:structural_risk_score,structural_risk_score,ratio,0.25,true,"{""asset_type"": ""building"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00002,cauren-civil,civil,us-building-0002,public_research,site-us-01,2026-01-01T00:00:00Z,0,us-building-0002:inspection_finding_score,inspection_finding_score,ratio,0.21,true,"{""asset_type"": ""building"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00002,cauren-civil,civil,us-building-0002,public_research,site-us-01,2026-01-01T00:00:00Z,0,us-building-0002:permit_status_score,permit_status_score,ratio,0.92,true,"{""asset_type"": ""building"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
civil-00002,cauren-civil,civil,us-building-0002,public_research,site-us-01,2026-01-01T00:00:00Z,0,us-building-0002:construction_progress_pct,construction_progress_pct,%,88.0,true,"{""asset_type"": ""building"", ""jurisdiction"": ""US"", ""source_bundle"": ""us_public_core""}"
